text,label
"Здравствуйте, я не правильно набрал номер оплаты в приложении оператор, ",Баланс
Как подключить интернет на телефоне,Мобильный интернет
"Здравствуйте, что-то медленный интернет этот услуга или после часа ночи всё изменится? Спасибо ",Мобильные услуги
Почему платний ночной интернет,FAQ - тарифы и услуги
Ночной интернет у меня планий,FAQ - тарифы и услуги
Тариф по 95,мобильная связь - тарифы
Как узнать какой тариф у меня ?,FAQ - тарифы и услуги
Личный кабинет ,Личный кабинет
Положить деньги с телефона на телефон а оператор,Оплата
Куда делись деньги с телефона,Баланс
Почему с моего счета снимется каждый день по 3 сома ?,Личный кабинет
Мобильный перевод в оператор,Оплата
Смартфон,Устройства
Как отключит услуги привет,Мобильные услуги
Как можно заменить тарифы ,FAQ - тарифы и услуги
Подобрать тариф,тарифы - подбор
Подобрать тариф,тарифы - подбор
Подобрать тариф,тарифы - подбор
без абонентской платы,тарифы - подбор
для звонков,мобильная связь - тарифы
для звонков,мобильная связь - тарифы
для интернета,мобильная связь - тарифы
для интернета,мобильная связь - тарифы
для интернета,мобильная связь - тарифы
для интернета,мобильная связь - тарифы
«трафик»,мобильная связь - тарифы
«трафик»,мобильная связь - тарифы
тариф,мобильная связь - тарифы
Как получит доверительный платеж,Мобильные услуги
Есть какие удобные тарифы,тарифы - подбор
«тариф»,мобильная связь - тарифы
«тариф»,мобильная связь - тарифы
«тариф»,мобильная связь - тарифы
Как можно изменить номер,SIM-карта и номер
Что такое доп баланс ?,Баланс
тариф,мобильная связь - тарифы
advens это новый тариф,мобильная связь - тарифы
Проверьте мой номер пожалуйста. Деньги уходят неизвестно куда?,Баланс
Интернет тарифы,мобильная связь - тарифы
Много мегабайт уходить,Баланс
Много расходи мегабайт,Баланс
Баланс,Баланс
Куда ушло мой интернет?,мобильная связь - тарифы
Я хочу узнать про тарифы,FAQ - тарифы и услуги
Как отключить подключенные услуги,FAQ - тарифы и услуги
"тариф 80,как переходить",мобильная связь - тарифы
Как мне настроить мобильный интернет ,Мобильный интернет
настройки по USSD запросу,Мобильный интернет
Сходим на свидание,Мобильные услуги
Тарифы,мобильная связь - тарифы
Менин номеримде канча сом насия бар,SIM-карта и номер
Пополнение баланса без комиссии ,Оплата
Как проверить дополнительный баланс,Баланс
Список команд,Мобильные услуги
Смена номер,FAQ - тарифы и услуги
трафик,мобильная связь - тарифы
Услуни для звонков?,мобильная связь - тарифы
Какие есть тарифы с интернетом за 50сом,мобильная связь - тарифы
Как атключить тарив тариф,мобильная связь - тарифы
У меня интернет гонит ,мобильная связь - тарифы
"Как подключить услугу, которая позволит узнать местоположение другого абонента? ",FAQ - тарифы и услуги
Тарифы за 60 сом,мобильная связь - тарифы
Тарифы за 40сом,мобильная связь - тарифы
для интернета,мобильная связь - тарифы
Сколько осталось в пакете у меня,Баланс
услугаd,Мобильный интернет
услуга,Мобильные услуги
услуга,Мобильные услуги
Здравствуйте мне нужна ваша помощь вчера вечером я хотел  пополнить свой баланс но случайно положил деньги на другой номер тоесть на свой втрой номер. Можно перевести эти 125 сом на мой первый номер?,Оплата
Тарифы,мобильная связь - тарифы
Тарифы для интернет 40 сом 60 сом 95 сом,мобильная связь - тарифы
тариф 40,мобильная связь - тарифы
Какой тариф уменя,FAQ - тарифы и услуги
"У меня минус 15 сом за исходящее смс на номер +00000000, что за расходы?",SIM-карта и номер
Как перевести денги на другой номер,Оплата
Как передать мегабайт другому абоненту ,Оплата
Я могу проверить свои мегабайты куда я тратил ,Баланс
Тариф,мобильная связь - тарифы
Как поплнить баланс ,Оплата
"Здравствуйте,  у меня в тарифе безлимитные одноклассники, но почему когда я там сижу тариф равно за это гб снимают? ",FAQ - тарифы и услуги
Как проверить номера в черном списке,Мобильные услуги
Смена номера,FAQ - тарифы и услуги
Lte ,Мобильный интернет
тариф на мецясь,мобильная связь - тарифы
Как проверить остаток ,Баланс
Есть ли тарифы на месяц?,мобильная связь - тарифы
«тариф»,мобильная связь - тарифы
"Здравствуйте, подскажите тарифы для интернета",мобильная связь - тарифы
"Есть у вас тариф ""тариф 95""",мобильная связь - тарифы
"Тариф ""тариф преумум""",мобильная связь - тарифы
"Хочу подключииь тариф """"",мобильная связь - тарифы
Сколько у меня на счету?,Баланс
Да тариф путем. Скажите тариф?,мобильная связь - тарифы
Где по близости ваши магазины?,Устройства
Интернет,мобильная связь - тарифы
Тарипы,мобильная связь - тарифы
тариф?,мобильная связь - тарифы
тариф э пока!,мобильная связь - тарифы
Новые номера,SIM-карта и номер
Безлимит ес,мобильная связь - тарифы
тариф,мобильная связь - тарифы
Новые торифные планы,мобильная связь - тарифы
Ночной интернет,FAQ - тарифы и услуги
Как я могу узнать сколько мегабайтов у меня осталось,Баланс
Как можно подключиться на ночной 0,Мобильные услуги
Какие тарифы есть,тарифы - подбор
для интернета,мобильная связь - тарифы
А почему я не могу позвонить в Москву,FAQ - тарифы и услуги
какий тарифи для интернета,мобильная связь - тарифы
4G  ,мобильная связь - зона обслуживания
Сколько гб интернета мне дается ,Мобильный интернет
трафик,мобильная связь - тарифы
Мой долг сколько?,Мобильные услуги
Здраствуйте. можно ли поменять тариф на Тариф,мобильная связь - тарифы
Без интернета тарифы,тарифы - подбор
«Тариф»,мобильная связь - тарифы
Как узнать свой номер телефона.,SIM-карта и номер
Как узнать свой номер телефона.,SIM-карта и номер
Как узнать свой номер телефона.,SIM-карта и номер
Как узнать свой номер телефона.,SIM-карта и номер
Как узнать свой номер телефона.,SIM-карта и номер
Как узнать свой номер телефона.,SIM-карта и номер
Как узнать свой номер телефона.,SIM-карта и номер
Как узнать свой номер телефона.,SIM-карта и номер
Как узнать свой номер телефона.,SIM-карта и номер
Как узнать свой номер телефона.,SIM-карта и номер
Как узнать свой номер телефона.,SIM-карта и номер
Как узнать свой номер телефона.,SIM-карта и номер
Как я могу сменить тариф ,FAQ - тарифы и услуги
время начала ночного интернета,FAQ - тарифы и услуги
Тариф выгодный в россию,мобильная связь - тарифы
Только для звонков,мобильная связь - тарифы
Без обонетской платы,тарифы - подбор
Без абанетской платы выгодный в россию,тарифы - подбор
Базовый,мобильная связь - тарифы
Без абонентской платы,тарифы - подбор
«Тариф»,мобильная связь - тарифы
Как проверить пакет трафика?,Баланс
Мой тариф,FAQ - тарифы и услуги
Почему у меня инткрнет пакет сколко осталос не показывает,Баланс
тариф,мобильная связь - тарифы
10 пополнил мне дали 50,Оплата
Мой оператор кж не обновляется? ,Личный кабинет
Личный кабинет ,Личный кабинет
Сами дишови тариф,тарифы - подбор
для интернета,мобильная связь - тарифы
Как пакупат номер,Мобильные услуги
Номер свабодно йест,мобильная связь - тарифы
Как сделать номер скрытым?,FAQ - тарифы и услуги
Сами дишови тари для званков,тарифы - подбор
«тариф»,мобильная связь - тарифы
для интернета,мобильная связь - тарифы
для интернета,мобильная связь - тарифы
Свабодни номер йест ,мобильная связь - тарифы
Как сменить номер.,SIM-карта и номер
Как пакупаит номер,Мобильные услуги
"Что значит тариф, в моем тарифном плане? ",мобильная связь - тарифы
Я не хочу переходить на Мегаком,запрос обратной связи
 этот номер на кого оформлен?,SIM-карта и номер
Сколько стоит номер ,SIM-карта и номер
Здравствуйте Ош области Араван район село Акшар и Жеке Месте скажите пожалуйста сдесь Скоростной интернет от оператора существуют?,мобильная связь - зона обслуживания
Что-то долго,Мобильные услуги
Мне нужен список номера 0220 красивых,FAQ - тарифы и услуги
тариф,FAQ - тарифы и услуги
А почему не получается зарегистрироваться,Личный кабинет
Как перейти на тариф?,мобильная связь - тарифы
"Как подключить,какую команду нужно набрать чтобы подключить услугу 'тариф 80'",мобильная связь - тарифы
Нет у меня уже такой тариф,FAQ - тарифы и услуги
как отключить тариф,FAQ - тарифы и услуги
Тариф,мобильная связь - тарифы
Можно вернуть тариф 'тариф' ?,мобильная связь - тарифы
команда в нед 40 сом,Мобильные услуги
команда нед 50 сом,Мобильные услуги
тариф,мобильная связь - тарифы
 укмуш,мобильная связь - тарифы
Сколько будет стоить вип номер?,SIM-карта и номер
Как отказаться от номера,SIM-карта и номер
ручные настройки интернета,FAQ - интернет
Как сменить номер,SIM-карта и номер
0000000000,запрос обратной связи
 укмуш,мобильная связь - тарифы
Как отключить платное оповещение о погоде,Мобильные услуги
Какие тарифные планы есть для интернета ,тарифы - подбор
Интернета,мобильная связь - тарифы
Гоаорили о новой LTE ,Мобильный интернет
тариф хайп,тарифы - подбор
тариф,мобильная связь - тарифы
Команда для набора мобильного номера россии,Мобильные услуги
Как подключиться интернет тариф,мобильная связь - тарифы
Тариы Тариф,мобильная связь - тарифы
Как я могу попасть в вашу команду?,Мобильные услуги
Дайте код от тарифа бир сомдук,мобильная связь - тарифы
тариф для интернета,мобильная связь - тарифы
тариф,мобильная связь - тарифы
"у меня забирают средства с баланса за какую то услугу, но за какую в приложении не указано",Баланс
Когда поступят номера вип?,FAQ - тарифы и услуги
Отключите мне пожалуйста услугу Funmix-Знакомства,Мобильные услуги
"Здравствуйте, подскажите пожалуйста, какой самый дешевый тариф на  СМС? ",тарифы - подбор
Как исподьзовать дополнительный баланс?,Баланс
Свободен этот 0000000000,SIM-карта и номер
Как узнать баланс?,Баланс
Я хотел узнать о тарифах более для интернета,мобильная связь - тарифы
Для интернета,мобильная связь - тарифы
Тарифы,мобильная связь - тарифы
Как узнать свой долг,Баланс
Баткен ,мобильная связь - зона обслуживания
Сколько стоят вип номера,FAQ - тарифы и услуги
тариф за 30 ,мобильная связь - тарифы
Как я могу поменять интернет пакет на тариф сом?,мобильная связь - тарифы
Как подключить Тариф?,мобильная связь - тарифы
Я подключила пакет *тариф*.С 21 декабря по 27 декабря.Но интернет не включился до сих пор.Хотя мне пришла СМС   уведомление,мобильная связь - тарифы
трафик ,мобильная связь - тарифы
Что такое Lte advanse,Мобильный интернет
Как узнать номер в телефоне который удалил ,SIM-карта и номер
Роуминг,Роуминг
Есть свободные номера 000000,SIM-карта и номер
тариф ,мобильная связь - тарифы
Для интерната,мобильная связь - тарифы
трафик,мобильная связь - тарифы
Интернет за 60,мобильная связь - тарифы
Новые номера,SIM-карта и номер
Свободные номера,SIM-карта и номер
Денежные переводы,Оплата
личный кабинет,Личный кабинет
*00*0# не подключается?,Мобильные услуги
*00*0#,Мобильные услуги
Активация сим карты ,SIM-карта и номер
сколько будет стоит номер 000000000?,SIM-карта и номер
сколько будет стоит номер 000000000?,SIM-карта и номер
,мобильная связь - тарифы
как проверить стоимость номеров ,SIM-карта и номер
Здравствуйте! Как узнать свой номер и тариф,FAQ - тарифы и услуги
Как перейти на Тариф за 50,мобильная связь - тарифы
Я должен пополнить баланс разом на 1000 сомов или частями могу пополнить сегодня,Баланс
Как узнать остаток интернета,Баланс
Сколько осталось мегабайт,Баланс
Можно узнать какие номера свободны и какова их стоимость? ,SIM-карта и номер
Нужен тарифный план для звонков нутри сети и на другие сети,FAQ - интернет
"тариф после 10 мин вне сети, какая тарификация",FAQ - интернет
тарифный план на месяц ,мобильная связь - тарифы
тариф,мобильная связь - тарифы
Телефон как интернет климат не знаю ,мобильная связь - тарифы
как узнать свой тариф,FAQ - тарифы и услуги
Сегодня должен был закончиться срок действия бесплатного интернета на тарифе  тариф. Вчера я положила 80 сом . Сегодня сняли деньги с баланса но интернета нет. Почему?,Баланс
Как можно перейти на тариф Укмуш?,мобильная связь - тарифы
"здравствуйте, помогите пожалуйста как можно поменять тариф!",FAQ - тарифы и услуги
Как проверить остаток пакет ?,Баланс
Безлимитный интернет ,мобильная связь - тарифы
Как проверить дополнительный баланс ,Баланс
"Добрый вечер, у меня тариф плюс",мобильная связь - тарифы
СПС мне нужно итог красивый номер ,FAQ - тарифы и услуги
Здравствуйте проверьте пожалуйста этот номер в продаже ? ,FAQ - тарифы и услуги
"Я хочу узнать могу ли я купить этот номер , если он в продаже ",SIM-карта и номер
поддержка 4g,Мобильный интернет
Где можно восстановить симку?,SIM-карта и номер
Можноне не выходя из дома восстановить? ,SIM-карта и номер
Как могу узнать интернет пакет по тарифу тариф,Баланс
Безлимитный интернет,мобильная связь - тарифы
Как купить карту оплаты оператора ,Оплата
Сколько стоит карты оплаты? ,Оплата
карты оплаты сколько стоит ,Оплата
Тогда сделайте нормальный интернет чтобы не было таких вопросов,мобильная связь - тарифы
номер оператор выбрать,SIM-карта и номер
"Добрый вечер, Скажите пожалуйста, что для этого подключения нужно",Баланс
Как проверить свой номер телефона? ,SIM-карта и номер
"Можете ответить почему на моем номере вы каждый день снимаете Деньги за интернет, хотя он отключен",Баланс
Работает ли сейчас услуга 'Мобильный перевод'?,Оплата
Отправьте комбинацию перехода на тариф 'тариф',мобильная связь - тарифы
Как настроить интернет на телефоне?,Мобильный интернет
Как настроить интернет на телефоне,Мобильный интернет
Сколька стоит категория Vip номер,SIM-карта и номер
Скоростной ночной интернет с 01:00 до 07:00,FAQ - тарифы и услуги
"Для домашнего интернета, какой тариф предложите?",тарифы - подбор
"Здраствуйте , что делать если я купил сим карту 0 кодом ",SIM-карта и номер
как отключить меню оператор,Мобильные услуги
когда начинается ночной интернет,FAQ - тарифы и услуги
тариф от душы,мобильная связь - тарифы
тариф ,мобильная связь - тарифы
Как настроить моб.дан?,Мобильный интернет
Самый дешевый тариф на звонки,тарифы - подбор
тариф премиуи,мобильная связь - тарифы
Без интернета,мобильная связь - тарифы
Тариф без интернета,тарифы - подбор
Тариф ,мобильная связь - тарифы
Дешевый тариф для звонков,тарифы - подбор
Тариф,мобильная связь - тарифы
Как узнать остаток пакета,Баланс
мобильный перевод,Оплата
Смартфон,Оплата
Интернет  ,мобильная связь - тарифы
000000000,запрос обратной связи
000000000,запрос обратной связи
Как можно подключить тариф,мобильная связь - тарифы
Интернет тарифа на месяц,мобильная связь - тарифы
«тариф»,мобильная связь - тарифы
«тариф»,мобильная связь - тарифы
Скажи пожалуйста скоко у меня на счёте,Баланс
Лучше интернет,мобильная связь - тарифы
Интернет тарифы,мобильная связь - тарифы
тарифи айлык тарифби,мобильная связь - тарифы
Мой баланс,Баланс
Прчему я не могу обновит интернет ,Мобильный интернет
тариф что там говорит,мобильная связь - тарифы
Проверь оимит интернет ,мобильная связь - тарифы
Менде интернет жакшы  ,мобильная связь - тарифы
У меня Интернет не работает,Мобильные услуги
 Я хотела восстановить номер,SIM-карта и номер
Блокировали номер Вы сами через Личный кабинет?,Личный кабинет
Заблокировать номер сотарифм,SIM-карта и номер
Услуги,Мобильные услуги
Как улучшить интернет связь?,мобильная связь - тарифы
Скорость интернета ,Мобильный интернет
«тариф»,мобильная связь - тарифы
«тариф»,мобильная связь - тарифы
для интернета,мобильная связь - тарифы
Мой тариф,FAQ - тарифы и услуги
Как отключить тариф,Мобильные услуги
Ёо-твоё тарифи,мобильная связь - тарифы
Как узнать свой номер,SIM-карта и номер
тариф+ что это,FAQ - тарифы и услуги
Категория номера,FAQ - тарифы и услуги
Интернет,мобильная связь - тарифы
Интернет тарифы,мобильная связь - тарифы
Лте едвансед,Мобильный интернет
После того как закончатся мб тариф интернет будет бесплатным?,мобильная связь - тарифы
Почему одноклассники не бесплатны в тариф?,мобильная связь - тарифы
Адвансет интернет где,мобильная связь - тарифы
Скоростной интернет,Мобильный интернет
Как подключить Тариф,мобильная связь - тарифы
Какой у меня тариф? Как узнать?,FAQ - тарифы и услуги
Детализасия,Баланс
у меня какой номер,SIM-карта и номер
скажите мой номер,SIM-карта и номер
Всё тариф надо,мобильная связь - тарифы
Всё тариф как подкюлчит,мобильная связь - тарифы
,мобильная связь - тарифы
тариф,мобильная связь - тарифы
Всё,мобильная связь - тарифы
Тарифы для интернета ,мобильная связь - тарифы
«тариф»,мобильная связь - тарифы
Как перевести мобильный переводести деньги,Оплата
Укмуш,мобильная связь - тарифы
Как я смогу отправит денги на телефоны,Оплата
Как перевести деньги ,Оплата
Если я перехожу тариф скорость интернета будеть быстрее?,Мобильный интернет
Как узнать расходы на своем номере,Баланс
 Тариф как перейти,мобильная связь - тарифы
Где мои балансы ,Баланс
тариф сколько мегабить всунду,мобильная связь - тарифы
Денежный перевод?,Оплата
услугая активировал новую сим-карту и меня и меня не дали бонусных пакеты ,SIM-карта и номер
Как зделоть интернет быстром,мобильная связь - тарифы
Скорость интернета,Мобильный интернет
Звонить в россию,FAQ - тарифы и услуги
• «тариф+»,Мобильные услуги
Тариф,мобильная связь - тарифы
Тариф,мобильная связь - тарифы
Интерисуюсь закрытым тарифом трафик,мобильная связь - тарифы
Хочу знать тариф wi-fi зоны оператор,Мобильные услуги
для интернета,мобильная связь - тарифы
для интернета,мобильная связь - тарифы
для интернета,мобильная связь - тарифы
Почему 3g быстрее чем 4g,мобильная связь - зона обслуживания
00000000,запрос обратной связи
Остаток минут,Баланс
Перевод единица,Оплата
Тариф росто,мобильная связь - тарифы
Переход на тариф,мобильная связь - тарифы
Как узнать свой тариф?,FAQ - тарифы и услуги
Пополни свой баланс на 150 сом,Баланс
тариф ,мобильная связь - тарифы
Можете подробно рассказать о моем тарифе,FAQ - тарифы и услуги
Как переводить денег на другую обоненту,Оплата
Настройки мобильного интернета,Мобильный интернет
а куда сняли деньги,Баланс
"Здравствуйте, меня зовут Алина, я хочу подключить тариф 95сом в неделю за интернет, я загрузила на баланс 100 сом, сейчас у меня осталось 7, я не понимаю куда делись мои единицы, помогите мне пожалуйста, или позвоните чтобы подробно всё объяснить",Баланс
Настройки на безлимитный интернет,мобильная связь - тарифы
Как подключить безлимитный интернет,мобильная связь - тарифы
Настройки мобильного интернета,Мобильный интернет
  Тариф ,мобильная связь - тарифы
Мой тариф,FAQ - тарифы и услуги
Сколько гб осталось у меня,Баланс
тариф тариф,мобильная связь - тарифы
 Мобильный интернет ,Мобильные услуги
для интернета,мобильная связь - тарифы
тариф,мобильная связь - тарифы
сколько осталось у меня интернет трафик,Баланс
95сомдук интернет7гбайт,мобильная связь - тарифы
Интернет тариф,мобильная связь - тарифы
Интернет 80,мобильная связь - тарифы
Как узнать расходы,Баланс
Почему скорость интернета изко,Мобильный интернет
услугая хотела бы зарегистрировать свой номер на себя,Личный кабинет
Как подключится к тарифу 80 с в месяц,тарифы - подбор
Слишком много смс от оператор,Мобильные услуги
Тарифы для интернета,мобильная связь - тарифы
Региональные тарифы,мобильная связь - тарифы
Ужасная обслуживания,запрос обратной связи
Я интересуюсь закрытым тарифом трафик,мобильная связь - тарифы
Мобильный перевод как,Оплата
"Как пополнять единицы,и активировать услугу 95 сом за 7 дней",мобильная связь - тарифы
Уже дней 5 .Видео не открывает.,FAQ - интернет
Вышлите настройки интернета.,FAQ - интернет
Тариф трафик,мобильная связь - тарифы
 услугаЯ только что обновил мой оператор кг,Личный кабинет
Как переходить тариф 2 ,мобильная связь - тарифы
тариф,мобильная связь - тарифы
"Как получить доверительный платеж ,если ты не погасил долг",Мобильные услуги
Перевод с мобильного телефона на телефон,Оплата
Отправьте пожалуйста автоматические настройки ,FAQ - интернет
Баланс,Баланс
Смартфон,Устройства
Стоимость карты  оператор ,Мобильные услуги
Тарифный план,мобильная связь - тарифы
Как отключит платные услуги,FAQ - тарифы и услуги
Подскажите код код на тариф проста 60.спосибо,мобильная связь - тарифы
Как отключить Тариф,FAQ - тарифы и услуги
Вам помочь подобрать тариф?,тарифы - подбор
«тариф»,мобильная связь - тарифы
«тариф»,мобильная связь - тарифы
«тариф»,мобильная связь - тарифы
«тариф»,мобильная связь - тарифы
«тариф»,мобильная связь - тарифы
«тариф»,мобильная связь - тарифы
У меня ес долку?,Мобильные услуги
Тарифы для интернета,мобильная связь - тарифы
Добрый вечер. Отправьте пожалуйста настройки интернета вручную.,FAQ - интернет
Как сменить номер,SIM-карта и номер
можно знать мой номер загресниторован на моей имя,SIM-карта и номер
Я забыла пароль в однокласснике,Личный кабинет
Я забыла пароль,Личный кабинет
Как оплатить ,Оплата
Гребанный интернет,мобильная связь - тарифы
Как перевести деньги на мегоком сим карту от оператора ,Оплата
Здраствуйте как мне знать предущий звонки о ноябре,Баланс
про детализацию обясните,Баланс
Как купить номер с кодом 000,SIM-карта и номер
Я в каком тарифне плана,FAQ - тарифы и услуги
Для интернет,мобильная связь - тарифы
тариф,мобильная связь - тарифы
Интернет услуги,Мобильные услуги
Домашний интернет ,мобильная связь - тарифы
Как прослушать голосовую почту,Мобильные услуги
Тариф безлимитный интернет,тарифы - подбор
«тариф»,мобильная связь - тарифы
тариф,мобильная связь - тарифы
Тарифный план ,тарифы - подбор
тариф тарифы,мобильная связь - тарифы
у меня какой тариф,FAQ - тарифы и услуги
Тариф,мобильная связь - тарифы
Какую команду набирать чтобы получить 30 сом доверительный платежь,Мобильные услуги
тариф месту ,мобильная связь - тарифы
Праверка мегабайт,Баланс
Можете сказать код проверки свободных номеров,SIM-карта и номер
Детализацию звонков,Баланс
Как извлечь симку из сейфа?,Мобильные услуги
Я могу позвонить бесплатно вам для того чтобы узнать ваши тарифы?,тарифы - подбор
Как активировать сим карту,SIM-карта и номер
Какой тарифный план хорошо подходит для интернета?,FAQ - интернет
Мне по ошибке вместо электронного кошелька на баланс деньги загрузили. Можно ли обналичить деньги?,Баланс
Оплата,Оплата
Проверить телефон на 4G,Мобильный интернет
как переводить баланс другого номера,Мобильные услуги
Хотел узнать как можно узнать номера с кодом  свободен ли 120055,SIM-карта и номер
Как подключиться тарифный план Тариф,мобильная связь - тарифы
"Здравствуйте, вчера закинул 35 сом на баланс, а там показывает тарифго 15с...почему?...0000000000",Баланс
отправить смс,Мобильные услуги
Как сделает  тариф ,мобильная связь - тарифы
А безлимитный? ,мобильная связь - тарифы
"тариф,  80сом?",мобильная связь - тарифы
Можете подсказать почему у меня  быстро ушли единицы,Баланс
Я тариф два раза позвонил и интернет не много по лазил ,мобильная связь - тарифы
тариф этим номером щас я не пользуюсь  друг китаец  пользуется он два дня назад приехал ,мобильная связь - тарифы
Мне нужен тариф чтоб интернет был дешевле и звонки  в китай был дешевле ,FAQ - тарифы и услуги
проверка интернет пакета,Баланс
 Настройки интернета,Мобильный интернет
Настройки интернета,Мобильный интернет
У меня подключена услуга ты где,Мобильные услуги
Почем стоит серебряный номер ? ,FAQ - тарифы и услуги
Отличие тарифи и тариф+ ? ,FAQ - тарифы и услуги
тариф,мобильная связь - тарифы
Как определить какой номер ? Серебряный или тарифй ?,FAQ - тарифы и услуги
Подскажите мне нужен тариф в китай и интернет ,FAQ - интернет
нужно подключить роуминг,Роуминг
тарифа?,мобильная связь - тарифы
Доброе утро . У меня  укмуш. Сколько минимальное пополнение на баланс. Не могу никак пополнить,мобильная связь - тарифы
На какую сумму надо пополнить баланс для разговоров внутри сети,Оплата
Новые номера,SIM-карта и номер
Как отключить роуминг ,Роуминг
Где могу проверить наличие желаемого номера,SIM-карта и номер
Хочу приобрести номер 0676728 свободен ли он,SIM-карта и номер
Как подключить Тариф за 60,мобильная связь - тарифы
4G ,мобильная связь - зона обслуживания
Здравствуйте! Как узнать сво тариф? какую комбинацию надо набрать? ,FAQ - тарифы и услуги
Еще такой вопрос. У меня был подключен безлимитный интернет до концо этого года. Теперь его нет. В чем дело? ,мобильная связь - тарифы
Какая комбинация ,Мобильные услуги
А как проверить остаток мб,Баланс
Команда для подключения тарифа всё ,мобильная связь - тарифы
тариф,мобильная связь - тарифы
Как отключить тариф,FAQ - тарифы и услуги
Тариф,мобильная связь - тарифы
"привт, где я могу посмотреть номера?",Устройства
красивые номера?,FAQ - тарифы и услуги
тариф,мобильная связь - тарифы
Код подключение тариф,мобильная связь - тарифы
СМЕНА НОМЕРА,FAQ - тарифы и услуги
Сколько стоит вайфай роутер ?,Устройства
На что можно потратить дополнительный баланс,Баланс
Я хотела бы подключит свой номер на тариф ,мобильная связь - тарифы
отдашь мне свой планшет?,Устройства
Как настроить интернет?,Мобильный интернет
а где можно номера посмотреть ,Устройства
переход на тариф 000,мобильная связь - тарифы
сколько стоит номер 0666666?,SIM-карта и номер
сколько стоит VIP номер?,SIM-карта и номер
vip номер,FAQ - тарифы и услуги
Я бы хотела сделать  номер скрытый на операторе,FAQ - тарифы и услуги
Я не хочу участвовать в других акциях тоже. Как можно от этого избавиться ,Мобильные услуги
Как отключить fan mix плеер,Мобильные услуги
Как разблокировать сим карту?,SIM-карта и номер
Как разблокировать сим карту?,SIM-карта и номер
Как проверить тариф? ,FAQ - тарифы и услуги
"День добрый, как активировать симку на планшете?",SIM-карта и номер
Тарифы без абон плат,тарифы - подбор
Здравствуйте . Я хотела узнать цены вип номеров и где их можно приобрести?,SIM-карта и номер
Цены на vip-номера?,FAQ - тарифы и услуги
"Добрый день, у как подключиться на ваш новый тариф, где 8 гиг на неделю",тарифы - подбор
Подбор номера,SIM-карта и номер
Зделойте интернет скорость быстрее,Мобильный интернет
